"trial","protocol_id","protocol_name","project_id","project_name","file_name","out_file"
"25_Big6_SVREC_SVREC",296,"ThermoFisher AgriSeq 4K","10684","BIGSIX_2024_AgriSeq_4K","2025-12-12_19:42:54_file8tAQ","/Users/marcos/Documents/GitHub/Predictathon/data/genotypic/25_Big6_SVREC_SVREC/raw/25_Big6_SVREC_SVREC_protocol_296_2025-12-12_19:42:54_file8tAQ.vcf.gz"
